"SKUID";"SKUGROUP";"DESCRIPTION";"MU";"BASEUNITS";"UNITSPERPARCEL";"UNITSPERPALLET";"MANUFACTURER";"COUNTRYOFORIGIN";"TRADITIONALTRADE";"LOCATION";"NETWEIGHT"
"00000668";"Группа 4";"Сливочный (Шишаки) 50%";"kg";1;18;0;"Украина";"Украина";1;"SPB";
"00000792";"Группа 4";"Сливочный 50% (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00000848";"Группа 4";"Сливочный 50% цилиндр 2кг (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";2
"00000827";"Группа 4";"Сливочный 55% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";"Россия";1;"SPB";
"00000766";"";"Сливы, фаршированные свежим сыром 250г";"vnt";1;0;0;" ";"Германия";1;"SPB";0.25
"00000606";"";"Сметана  20 % 200 гр.х 24 шт.";"vnt";1;0;0;" ";"----";1;"SPB";0.2
"00000856";"";"Сметана  20 % 400 гр.х 12 шт.";"vnt";1;0;0;" ";"----";1;"SPB";0.4
"00000722";"Группа 4";"Сметана ""Останкинкая"" 15% 400гх12 дой-пак";"vnt";1;0;0;"Останкино";"Россия";1;"SPB";0.4
"00000723";"Группа 4";"Сметана ""Останкинкая"" 20% 400гх12 дой-пак";"vnt";1;0;0;"Останкино";"Россия";1;"SPB";0.4
"00001201";"Группа 2";"Сметана 12% 360гх12шт (Литва)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.36
"00001115";"Группа 2";"Сметана 15% 200гх12шт(Литва- т.м.Вилькишкю)";"vnt";1;0;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00001236";"Группа 2";"Сметана 15% 200гх6шт(Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00000929";"Группа 2";"Сметана 15% 350гх12шт(Литва- т.м.Вилькишкю)";"vnt";1;0;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001237";"Группа 2";"Сметана 15% 350гх6шт(Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001025";"Группа 4";"Сметана 20% весовая 12кг Салми";"kg";1;0;0;"Салми";" ";1;"SPB";12
"00001169";"Группа 2";"Сметана 25% 360гх12шт (Литва)";"vnt";1;12;0;"ТУКУМА ПИЕНС (Латвия)";"Латвия";1;"SPB";0.36
"00001116";"Группа 2";"Сметана 30% 200гх12шт(Литва- т.м.Вилькишкю)";"vnt";1;0;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00001238";"Группа 2";"Сметана 30% 200гх6шт(Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.2
"00000889";"Группа 2";"Сметана 30% 350гх12шт(Литва- т.м.Вилькишкю)";"vnt";1;0;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00001239";"Группа 2";"Сметана 30% 350гх6шт(Литва- т.м.Вилькишкю)";"vnt";1;6;0;"Vilkyskiu-milk";"Литва";1;"SPB";0.35
"00000961";"";"Сметана литовская 18% пл.ст.185г (12шт)Сваля";"vnt";1;0;0;" ";" ";1;"SPB";0.185
"00000521";"Группа 2";"Сметана литовская 30% пл.ст.380г (12шт)Сваля";"vnt";1;12;0;"Svalia-milk";"Литва";1;"SPB";0.38
"00000871";"";"Сметана Сенилио 15%  180гх12шт (Литва)";"vnt";1;0;0;" ";"Литва";1;"SPB";0.18
"00000872";"";"Сметана Сенилио 15%  380гх12шт (Литва)";"vnt";1;0;0;" ";"Литва";1;"SPB";0.38
"00000870";"";"Сметана Сенилио 30%  180гх12шт (Литва)";"vnt";1;0;0;" ";"Литва";1;"SPB";0.18
"00000873";"";"Сметана Сенилио 30%  380гх12шт (Литва)";"vnt";1;0;0;" ";"Литва";1;"SPB";0.38
"00001031";"Группа 4";"Сметана фас.15 % 250гх12шт Салми";"vnt";1;0;0;"Салми";" ";1;"SPB";0.25
"00001024";"Группа 4";"Сметана фас.20% 250гх12шт Салми";"vnt";1;0;0;"Салми";" ";1;"SPB";0.25
"00001043";"Группа 4";"Сметана фас.20% 380гх12шт Салми";"vnt";1;0;0;"Салми";" ";1;"SPB";0.38
"00000857";"";"Сметана Фермерская 15 % 200 гр.х 24 шт.";"vnt";1;0;0;" ";"----";1;"SPB";0.2
"00000858";"";"Сметана Фермерская 15 % 400 гр.х 12 шт.";"vnt";1;0;0;" ";"----";1;"SPB";0.4
"00000967";"Группа 4";"Сметанковый  50% (Дятлово)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000482";"";"Сметанковый (Кобрин) 45-55%";"vnt";1;0;0;" ";"Беларусь";1;"SPB";
"00000705";"Группа 4";"Сметанковый 50% (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001184";"Группа 4";"Сметанковый 50% (Белебей) А";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000669";"Группа 4";"Сметанковый 50% (Шишаки)";"kg";1;18;0;"Украина";"Украина";1;"SPB";
"00000554";"Группа 4";"Сметанковый сыр (Украина)";"kg";1;0;0;"Украина";"Украина";1;"SPB";
"00000555";"Группа 4";"Сметанковый сыр 50% (Пирятин)";"kg";1;0;0;"Украина";"Украина";1;"SPB";
"00000916";"Группа 4";"Сосиски ""Молочные по - Кронштад."" цел. в/у 310 гр";"vnt";1;0;0;" ";" ";1;"SPB";310
"00001332";"Группа 5";"Сосиски вареные ""Молочные Экстра""560гх8шт (KREKENAVOS)";"vnt";1;8;0;"Krekenavos";"Литва";1;"SPB";0.56
"00001303";"Группа 5";"Сосиски вареные ""ХОТ ДОГ""1кгх4шт (KREKENAVOS)";"kg";1;0;0;"Krekenavos";"Литва";1;"SPB";1
"00001191";"Группа 5";"Сосиски Молочные Tarybine  310гх16шт(SAMSONAS)";"vnt";1;16;0;"Samsonas";"Литва";1;"SPB";0.31
"00001016";"Группа 4";"Спред ""Уральские просторы"" фас.180гх40шт (Белебей)";"vnt";1;40;0;"Белебей";" ";1;"SPB";0.18
"00000701";"Группа 4";"Столичный 45% (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000806";"Группа 4";"Сударыня масло слив. 82%  200г х40шт";"vnt";1;40;0;"Россия прочие";"Финляндия";1;"SPB";0.2
"00000632";"Группа 4";"Сулугуни европ. 45% (Стародуб)";"kg";1;0;0;"Россия прочие";" ";1;"SPB";
"00000720";"Группа 4";"Белая Русь 45% (Толочин)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000810";"Группа 4";"Белая Русь 50% (Дятлово)";"kg";1;0;0;"Белоруссия";"----";1;"SPB";
"00000869";"Группа 4";"Бельстер/Грюер (Белебей) 45% блок";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000868";"Группа 4";"Бельстер/Пармезан (Белебей) 45% блок";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001056";"Группа 4";"Бельфор 45%  (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000867";"Группа 4";"Бельфор/Маасдам (Белебей) 45% блок";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000894";"Группа 4";"Бельфор/Эменталь (Белебей) 45% блок";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001098";"Группа 4";"Биойогурт ""Формула здоровья"" коз.земл. 2х1/100";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.2
"00001101";"Группа 4";"Биойогурт ""Формула здоровья"" коз.земл. 2х230гр";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.23
"00001099";"Группа 4";"Биойогурт ""Формула здоровья"" коз.черника 2х1/100";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.2
"00001102";"Группа 4";"Биойогурт ""Формула здоровья"" коз.черника 2х230гр";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.23
"00001097";"Группа 4";"Биойогурт ""Формула здоровья"" козий 2х1/100 гр.";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.1
"00001100";"Группа 4";"Биойогурт ""Формула здоровья"" козий 2х230 гр";"vnt";1;8;0;"Сернур";" ";1;"SPB";0.23
"00000714";"Группа 4";"Брынза Болгарская в/у";"kg";1;0;0;"Прочие";" ";1;"SPB";
"00000811";"Группа 4";"Буковинский 45% (Дятлово)";"kg";1;0;0;"Белоруссия";"----";1;"SPB";
"00001300";"Группа 4";"Былинный 50% круг";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000185";"Группа 4";"Валио 82% 200 гр (40)";"vnt";1;40;0;"Прочие";"Финляндия";1;"SPB";0.2
"00000636";"Группа 4";"Валио 82% 500 гр (20)";"vnt";1;20;0;"Прочие";"Финляндия";1;"SPB";
"00000638";"Группа 4";"Валио 82% монолит  (25кг)";"kg";1;25;0;"Прочие";"Финляндия";1;"SPB";
"00000170";"Группа 1";"Вильнюс  Лайт 30%";"vnt";1;0;0;"ZP";"Литва";1;"SPB";
"00000600";"Группа 2";"Вильнюс 45%  850 г.х10шт.фас.";"kg";1;0;0;"ZP";"Литва";1;"SPB";0.85
"00000291";"Группа 2";"Вильнюс 48% нарезка 170 г.х14шт.";"vnt";1;14;0;"ZP";"Литва";1;"SPB";0.17
"00000054";"Группа 1";"Вильнюс вес. 48% брус";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00000244";"";"Вильнюс мини 45%";"vnt";1;0;0;" ";"Литва";1;"SPB";
"00000544";"";"Вильнюс фасовка  250 г.";"vnt";1;0;0;" ";"Литва";1;"SPB";0.25
"00000641";"Группа 4";"Виола 100г плавл.(40)";"vnt";1;0;0;"Прочие";"Финляндия";1;"SPB";0.1
"00000642";"Группа 4";"Виола 140г круг плавл. (42)";"vnt";1;0;0;"Прочие";"Финляндия";1;"SPB";0.14
"00000643";"Группа 4";"Виола 150г нарезка  плавл.(24)";"vnt";1;0;0;"Прочие";"Финляндия";1;"SPB";0.15
"00000640";"Группа 4";"Виола 200г плавл.(32)";"vnt";1;0;0;"Прочие";"Финляндия";1;"SPB";0.2
"00000639";"Группа 4";"Виола 400г плавл.(16)";"vnt";1;0;0;"Прочие";"Финляндия";1;"SPB";0.4
"00000621";"Группа 4";"Витязь 50% (Белебей)";"kg";1;15;0;"Белебей";" ";1;"SPB";
"00000861";"Группа 4";"Витязь 50% мятный (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000860";"Группа 4";"Витязь 50% с медом (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000934";"Группа 4";"Вода минеральная газ ""Тихе"" 0,33х12шт(Литва)";"vnt";1;12;0;"ZP";"Литва";1;"SPB";0.33
"00000935";"Группа 4";"Вода минеральная н/газ. ""Тихе""0,33х12шт (Литва)";"vnt";1;0;0;"ZP";"Литва";1;"SPB";0.33
"00000853";"Группа 4";"Вологодское  масло фас.180г.х36шт. (Ичалки)";"vnt";1;0;0;"Россия - Ичалки";"---";1;"SPB";0.18
"00000966";"Группа 4";"Воскресенский 45% (Верхнедвинск)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000734";"Группа 4";"Гауда  45% ""Экстра""   (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000795";"Группа 4";"Гауда  45% Российская   (Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00000189";"Группа 4";"Гауда  45% Френдшип";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00001014";"Группа 4";"Гауда  48% (Валио)";"kg";1;0;0;"Прочие";"Финляндия";1;"SPB";
"00000877";"Группа 4";"Гауда 45,50% (Красногорский)";"kg";1;16;0;"Россия прочие";" ";1;"SPB";
"00000323";"Группа 4";"Гауда 48 % Казевельт Германия";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000460";"Группа 4";"Голландский брус 45% (Мстиславль)";"kg";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00000968";"Группа 4";"Голландский круг 45% (Мстиславль)";"kg";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00001273";"Группа 6";"Голландский сырный продукт(Литва)";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00001140";"Группа 6";"Гоуда  (М) 50% (Литва)";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00000021";"Группа 1";"Гоуда  вес. 45%  (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00000583";"Группа 2";"Гоуда (Сваля) слайсы 200г (15)";"vnt";1;15;0;"Svalia";"Литва";1;"SPB";0.2
"00000658";"Группа 4";"Гоуда мини 45% Млековита (Польша)";"kg";1;0;0;"Прочие";"Польша";1;"SPB";
"00000196";"";"Гоуда мини 48%";"vnt";1;0;0;" ";"Литва";1;"SPB";
"00000560";"Группа 2";"Гоуда нарезка слайс  170 г. (14шт)";"vnt";1;14;0;"ZP";"Литва";1;"SPB";0.17
"00000895";"Группа 6";"Гоуда Сырный продукт 50% (Литва)";"kg";1;4;0;"Vilkyskiu";"Литва";1;"SPB";
"00000601";"Группа 2";"Гоуда фас. 45%   850 г.х10шт.";"kg";1;0;0;"ZP";"Литва";1;"SPB";0.85
"00000545";"";"Гоуда фасовка 250 г.х8шт";"vnt";1;0;0;" ";"Литва";1;"SPB";0.25
"00000356";"";"Губернаторский 50-55% (Кобрин)";"vnt";1;0;0;" ";"Беларусь";1;"SPB";
"00000799";"Группа 4";"Гурман  50% мята (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00000791";"Группа 4";"Гурман  50% паприка (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00000830";"Группа 4";"Гурман  50% пикантный (Новопокровский)";"kg";1;0;0;"Новопокровский";" ";1;"SPB";
"00000834";"Группа 2";"Гурманам плав.копченый 45% (Литва) 180гх14";"vnt";1;14;0;"Svalia";"Литва";1;"SPB";0.18
"00000833";"Группа 2";"Гурманам плавленый натур.45% (Литва) 180гх14";"vnt";1;14;0;"Svalia";"Литва";1;"SPB";0.18
"00000042";"Группа 1";"Дваро вес. 45% (Литва)";"kg";1;13;0;"Svalia";"Литва";1;"SPB";
"00000685";"";"Дваро вес.45% сливочный (Литва)";"vnt";1;0;0;" ";"Литва";1;"SPB";
"00000023";"Группа 1";"ДЖЮГАС (Dziugas) 40% вес. (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00000804";"Группа 4";"Гауда 48%  Холстейн (Германия)";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000097";"Группа 4";"Гауда 48% (FARM)";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000361";"Группа 4";"Гауда 48% Биберталлер";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000198";"Группа 4";"Гауда 48% Золото Европы (Германия)";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000327";"Группа 4";"Гауда 48% Мальфина (Аргентина)";"kg";1;0;0;"Прочие";"Аргентина";1;"SPB";
"00000283";"Группа 4";"Гауда 48% Ремотти  (Аргентина)";"kg";1;0;0;"Прочие";"Аргентина";1;"SPB";
"00000468";"";"Гауда Казеланд 40%";"vnt";1;0;0;" ";"Германия";1;"SPB";
"00000333";"Группа 4";"Гауда Ольденбург";"kg";1;0;0;"Прочие";"Германия";1;"SPB";
"00000281";"";"Гауда Премиум 45% (Стародуб)";"vnt";1;0;0;" ";"Россия";1;"SPB";
"00000706";"";"Гауда Экстра 45%  (Белебей)";"vnt";1;0;0;" ";" ";1;"SPB";0.2
"00000969";"Группа 3";"Германтас 45,48% (Литва)";"kg";1;0;0;"ZP";"Литва";1;"SPB";
"00000633";"Группа 2";"Гильдия слайсы 45% 200гх15шт";"vnt";1;15;0;"Svalia";"Литва";1;"SPB";0.2
"00000620";"Группа 4";"Гойа (Пармезан) Аргентина";"kg";1;0;0;"Прочие";"Аргентина";1;"SPB";
"00000880";"Группа 1";"Гойя 40% (Сваля)";"kg";1;0;0;"Svalia";"Литва";1;"SPB";
"00000972";"Группа 2";"Гойя 40% фасованный (Сваля)";"kg";1;0;0;"Svalia";"Литва";1;"SPB";
"00000736";"Группа 4";"Голда 45% (Калинковичи)";"vnt";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00000090";"Группа 1";"Голдамер 47% (Литва)";"kg";1;0;0;"Vilkyskiu";"Литва";1;"SPB";
"00001368";"Группа 4";"Голландский  Новый 40% (Дятлово)";"kg";1;0;0;"Белоруссия";"----";1;"SPB";
"00000813";"Группа 4";"Голландский  юниор 28% (Дятлово)";"kg";1;0;0;"Белоруссия";"----";1;"SPB";
"00001144";"Группа 4";"Голландский (М)45% (Молочные горки)";"kg";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00001072";"Группа 4";"Голландский 45 % брус (Порхов)";"kg";1;0;0;"Порхов";" ";1;"SPB";
"00000697";"Группа 4";"Голландский 45% (Белебей)";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00001170";"Группа 4";"Голландский 45% (Белебей) А";"kg";1;0;0;"Белебей";" ";1;"SPB";
"00000652";"";"Голландский 45% (Беловежские сыры)";"vnt";1;0;0;" ";"Беларусь";1;"SPB";
"00000733";"";"Голландский 45% (Березино)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000272";"Группа 4";"Голландский 45% (Вамин)";"kg";1;0;0;"Россия прочие";"---";1;"SPB";
"00000129";"Группа 4";"Голландский 45% (Верхнедвинск)";"kg";1;0;0;"Белоруссия";"----";1;"SPB";
"00001134";"Группа 4";"Голландский 45% (Клетня)";"kg";1;0;0;" ";" ";1;"SPB";
"00000837";"Группа 4";"Голландский 45% (Любань)";"kg";1;0;0;"Белоруссия";"Беларусь";1;"SPB";
"00000832";"";"Голландский 45% (Молодечненский)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000715";"Группа 4";"Голландский 45% (Молочные горки)";"vnt";1;0;0;"Белоруссия";" ";1;"SPB";0.2
"00000320";"Группа 4";"Голландский 45% (Сернур)";"kg";1;16;0;"Сернур";"---";1;"SPB";
"00000708";"";"Голландский 45% (Смоленск)";"vnt";1;0;0;" ";" ";1;"SPB";
"00000258";"";"Голландский 45% (Столин)";"vnt";1;0;0;" ";"---";1;"SPB";0.2
"00000965";"Группа 4";"Голландский 45% (Толочин)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000964";"Группа 4";"Голландский 45% (Шумилино)";"kg";1;0;0;"Белоруссия";" ";1;"SPB";
"00000878";"Группа 4";"Голландский 45% брус (Красногорский)";"kg";1;0;0;"Россия прочие";" ";1;"SPB";
"00000702";"Группа 4";"Голландский 45%(Ичалки)";"kg";1;0;0;"Россия - Ичалки";" ";1;"SPB";
"00001028";"Группа 4";"Голландский 50% (Аньково)";"kg";1;0;0;"Прочие";" ";1;"SPB";
